region,district,ward,street
Ruvuma,Namtumbo,Rwinga,
Ruvuma,Namtumbo,Mkongo,
Ruvuma,Namtumbo,Ligera,
Ruvuma,Namtumbo,Lusewa,
Ruvuma,Namtumbo,Magazini,
Ruvuma,Namtumbo,Msindo,
Ruvuma,Namtumbo,Luchili,
Ruvuma,Namtumbo,Namabengo,
Ruvuma,Namtumbo,Kitanda,
Ruvuma,Namtumbo,Luegu,
Ruvuma,Namtumbo,Namtumbo,
Ruvuma,Namtumbo,Mgombasi,
Ruvuma,Namtumbo,Litola,
Ruvuma,Namtumbo,Likuyuseka,
Ruvuma,Namtumbo,Mputa,
Ruvuma,Namtumbo,Hanga,
Ruvuma,Namtumbo,Limamu,
Ruvuma,Namtumbo,Mchomoro,
Ruvuma,Nyasa,Liparamba,
Ruvuma,Nyasa,Tingi,
Ruvuma,Nyasa,Chiwanda,
Ruvuma,Nyasa,Mtipwili,
Ruvuma,Nyasa,Kingerikiti,
Ruvuma,Nyasa,Luhangarasi,
Ruvuma,Nyasa,Kilosa,
Ruvuma,Nyasa,Mbambabay,
Ruvuma,Nyasa,Lipingo,
Ruvuma,Nyasa,Liuli,
Ruvuma,Nyasa,Kihagara,
Ruvuma,Nyasa,Ngumbo,
Ruvuma,Nyasa,Liwundi,
Ruvuma,Nyasa,Mbaha,
Ruvuma,Nyasa,Lituhi,
Iringa,Iringa,Kalenga,
Iringa,Iringa,Kiwere,
Iringa,Iringa,Nzihi,
Iringa,Iringa,Ulanda,
Iringa,Iringa,Mseke,
Iringa,Iringa,Maguliwa,
Iringa,Iringa,Mgama,
Iringa,Iringa,Ifunda,
Iringa,Iringa,Lumuli,
Iringa,Iringa,Maboga,
Iringa,Iringa,Wasa,
Iringa,Iringa,Mahuninga,
Iringa,Iringa,Idodi,
Iringa,Iringa,Mlowa,
Iringa,Iringa,Itunundu,
Iringa,Iringa,Ilolo Mpya,
Iringa,Iringa,Nduli,
Iringa,Iringa,Kihorogota,
Iringa,Iringa,Izazi,
Iringa,Iringa,Malenga Makali,
Iringa,Iringa,Nyang'oro,
Iringa,Iringa,Luhota,
Iringa,Iringa,Lyamgungwe,
Iringa,Iringa,Mlenge,
Iringa,Iringa,Migoli,
Iringa,Mufindi,Kiyowela,
Iringa,Mufindi,Makungu,
Iringa,Mufindi,Mninga,
Iringa,Mufindi,Kasanga,
Iringa,Mufindi,Igowole,
Iringa,Mufindi,Mtambula,
Iringa,Mufindi,Itandula,
Iringa,Mufindi,Mbalamaziwa,
Iringa,Mufindi,Idunda,
Iringa,Mufindi,Malangali,
Iringa,Mufindi,Nyololo,
Iringa,Mufindi,Ihowanza,
Iringa,Mufindi,Ikweha,
Iringa,Mufindi,Sadani,
Iringa,Mufindi,Igombavanu,
Iringa,Mufindi,Bumilayinga,
Iringa,Mufindi,Mtwango,
Iringa,Mufindi,Isalavanu,
Iringa,Mufindi,Rungemba,
Iringa,Mufindi,Ifwagi,
Iringa,Mufindi,Mdabulo,
Iringa,Mufindi,Ihalimba,
Iringa,Mufindi,Kibengu,
Iringa,Mufindi,Mapanda,
Iringa,Mufindi,Mpanga,
Iringa,Mufindi,Ihanu,
Iringa,Mufindi,Luhanga,
Iringa,Iringa Urban,Kihesa,
Iringa,Iringa Urban,Mtwivila,
Iringa,Iringa Urban,Gangilonga,
Iringa,Iringa Urban,Kitanzini,
Iringa,Iringa Urban,Ruaha,
Iringa,Iringa Urban,Mshindo,
Iringa,Iringa Urban,Mivinjeni,
Iringa,Iringa Urban,Mlandege,
Iringa,Iringa Urban,Mwangata,
Iringa,Iringa Urban,Kwakilosa,
Iringa,Iringa Urban,Makorongoni,
Iringa,Iringa Urban,Ilala,
Iringa,Iringa Urban,Mkwawa,
Iringa,Iringa Urban,Kitwiru,
Iringa,Iringa Urban,Isakalilo,
Iringa,Iringa Urban,Nduli,
Iringa,Kilolo,Image,
Iringa,Kilolo,Irole,
Iringa,Kilolo,Ilula,
Iringa,Kilolo,Uhambingeto,
Iringa,Kilolo,Udekwa,
Iringa,Kilolo,Mahenge,
Iringa,Kilolo,Mtitu,
Iringa,Kilolo,Dabaga,
Iringa,Kilolo,Ukumbi,
Iringa,Kilolo,Ukwega,
Iringa,Kilolo,Boma la Ng'ombe,
Iringa,Kilolo,Idete,
Iringa,Kilolo,Masisiwe,
Iringa,Kilolo,Ng'uruhe,
Iringa,Kilolo,Ng'ang'ange,
Iringa,Kilolo,Ihimbo,
Iringa,Kilolo,Lugalo,
Iringa,Kilolo,Nyalumbu,
Iringa,Kilolo,Mlafu,
Iringa,Kilolo,Ibumu,
Iringa,Kilolo,Ruaha Mbuyuni,
Iringa,Kilolo,Kimala,
Iringa,Mafinga Township Authority,Sao Hill,
Iringa,Mafinga Township Authority,Boma,
Iringa,Mafinga Township Authority,Kinyanambo,
Mbeya,Chunya,Kambikatoto,
Mbeya,Chunya,Mafyeko,
Mbeya,Chunya,Matwiga,
Mbeya,Chunya,Mtanila,
Mbeya,Chunya,Lupatingatinga,
Mbeya,Chunya,Luwalaje,
Mbeya,Chunya,Sangambi,
Mbeya,Chunya,Itewe,
Mbeya,Chunya,Chokaa,
Mbeya,Chunya,Mbugani,
Mbeya,Chunya,Chalangwa,
Mbeya,Chunya,Ifumbo,
Songwe,Songwe,Kanga,
Songwe,Songwe,Galula,
Songwe,Songwe,Mbuyuni,
Songwe,Songwe,Totowe,
Songwe,Songwe,Namkukwe,
Songwe,Songwe,Mkwajuni,
Songwe,Songwe,Mbangala,
Songwe,Songwe,Kapalala,
Songwe,Songwe,Gua,
Songwe,Songwe,Ngwala,
Mbeya,Chunya,Mamba,
Songwe,Songwe,Ifyenkenya,
Songwe,Songwe,Magamba,
Songwe,Songwe,Saza,
Songwe,Songwe,Mwambani,
Mbeya,Chunya,Mkola,
Mbeya,Chunya,Makongorosi,
Mbeya,Chunya,Matundasi,
Mbeya,Mbeya,Ihango,
Mbeya,Mbeya,Ulenje,
Mbeya,Mbeya,Tembela,
Mbeya,Mbeya,Ijombe,
Mbeya,Mbeya,Santilya,
Mbeya,Mbeya,Ilembo,
Mbeya,Mbeya,Iwiji,
Mbeya,Mbeya,Isuto,
Mbeya,Mbeya,Igale,
Mbeya,Mbeya,Iwindi,
Mbeya,Mbeya,Utengule Usongwe,
Mbeya,Mbeya,Mshewe,
Mbeya,Mbeya,Ikukwa,
Mbeya,Mbeya,Iyunga Mapinduzi,
Mbeya,Mbeya,Bonde la Songwe,
Mbeya,Mbeya,Inyala,
Mbeya,Mbeya,Ilungu,
Mbeya,Mbeya,Maendeleo,
Mbeya,Mbeya,Swaya,
Mbeya,Mbeya,Masoko,
Mbeya,Mbeya,Itawa,
Mbeya,Mbeya,Nsalala,
Mbeya,Mbeya,Lwanjiro,
Mbeya,Mbeya,Itewe,
Mbeya,Mbeya,Igoma,
Mbeya,Kyela,Lusungo,
Mbeya,Kyela,Makwale,
Mbeya,Kyela,Matema,
Mbeya,Kyela,Mwaya,
Mbeya,Kyela,Ndobo,
Mbeya,Kyela,Kajunjumele,
Mbeya,Kyela,Bujonde,
Mbeya,Kyela,Ikolo,
Mbeya,Kyela,Katumbasongwe,
Mbeya,Kyela,Ngana,
Mbeya,Kyela,Busale,
Mbeya,Kyela,Ipande,
Mbeya,Kyela,Ikama,
Mbeya,Kyela,Ipinda,
Mbeya,Kyela,Ngonga,
Mbeya,Kyela,Ikimba,
Mbeya,Kyela,Itope,
Mbeya,Kyela,Muungano,
Mbeya,Kyela,Talatala,
Mbeya,Kyela,Kyela,
Mbeya,Rungwe,Swaya,
Mbeya,Rungwe,Masebe,
Mbeya,Rungwe,Suma,
Mbeya,Rungwe,Kandete,
Mbeya,Rungwe,Luteba,
Mbeya,Rungwe,Mpombo,
Mbeya,Rungwe,Isange,
Mbeya,Rungwe,Kabula,
Mbeya,Rungwe,Lwangwa,
Mbeya,Rungwe,Lufilyo,
Mbeya,Rungwe,Itete,
Mbeya,Rungwe,Kisegese,
Mbeya,Rungwe,Lupata,
Mbeya,Rungwe,Kambasegela,
Mbeya,Rungwe,Masukulu,
Mbeya,Rungwe,Kisiba,
Mbeya,Rungwe,Masoko,
Mbeya,Rungwe,Bujela,
Mbeya,Rungwe,Ilima,
Mbeya,Rungwe,Kisondela,
Mbeya,Rungwe,Ikuti,
Mbeya,Rungwe,Malindo,
Mbeya,Rungwe,Mpuguso,
Mbeya,Rungwe,Kikole,
Mbeya,Rungwe,Lufingo,
Mbeya,Rungwe,Nkunga,
Mbeya,Rungwe,Kyimo,
Mbeya,Rungwe,Kinyala,
Mbeya,Rungwe,Kiwira,
Mbeya,Rungwe,Isongole,
Mbeya,Rungwe,Ikama,
Mbeya,Rungwe,Ibighi,
Mbeya,Rungwe,Bagamoyo,
Mbeya,Rungwe,Kawetele,
Mbeya,Rungwe,Bulyaga,
Mbeya,Rungwe,Msasani,
Mbeya,Rungwe,Makandana,
Songwe,Ileje,Itumba,
Songwe,Ileje,Itale,
Songwe,Ileje,Ibaba,
Songwe,Ileje,Ndola,
Songwe,Ileje,Luswisi,
Songwe,Ileje,Ngulilo,
Songwe,Ileje,Lubanda,
Songwe,Ileje,Ngulugulu,
Songwe,Ileje,Sange,
Songwe,Ileje,Ikinga,
Songwe,Ileje,Kafule,
Songwe,Ileje,Malangali,
Songwe,Ileje,Bupigu,
Songwe,Ileje,Isongole,
Songwe,Ileje,Chitete,
Songwe,Ileje,Mbebe,
Songwe,Ileje,Mlale,
Songwe,Ileje,Kalembo,
Songwe,Mbozi,Ihanda,
Songwe,Mbozi,Bara,
Songwe,Mbozi,Nanyala,
Songwe,Mbozi,Nambinzo,
Songwe,Mbozi,Itaka,
Songwe,Mbozi,Isansa,
Songwe,Mbozi,Ruanda,
Songwe,Mbozi,Iyula,
Songwe,Mbozi,Nyambili,
Songwe,Mbozi,Mlangali,
Songwe,Mbozi,Myovizi,
Songwe,Mbozi,Igamba,
Songwe,Mbozi,Halungu,
Songwe,Mbozi,Msia,
Songwe,Mbozi,Mlowo,
Songwe,Mbozi,Ipunga,
Songwe,Mbozi,Isandula,
Songwe,Mbozi,Vwawa,
Mbeya,Mbarali,Luhanga,
Mbeya,Mbarali,Madibira,
Mbeya,Mbarali,Mawindi,
Mbeya,Mbarali,Ihahi,
Mbeya,Mbarali,Mapogoro,
Mbeya,Mbarali,Chimala,
Mbeya,Mbarali,Utengule Usangu,
Mbeya,Mbarali,Ruiwa,
Mbeya,Mbarali,Mahongole,
Mbeya,Mbarali,Ubaruku,
Mbeya,Mbarali,Igurusi,
Mbeya,Mbarali,Kongolo,
Mbeya,Mbarali,Mwatenga,
Mbeya,Mbarali,Imalilosongwe,
Mbeya,Mbarali,Igava,
Mbeya,Mbarali,Ipwani,
Mbeya,Mbarali,Itambaleo,
Mbeya,Mbarali,Miyombweni,
Mbeya,Mbarali,Rujewa,
Mbeya,Mbeya Urban,Sisimba,
Mbeya,Mbeya Urban,Isanga,
Mbeya,Mbeya Urban,Iganzo,
Mbeya,Mbeya Urban,Mwansekwa,
Mbeya,Mbeya Urban,Itagano,
Mbeya,Mbeya Urban,Itezi,
Mbeya,Mbeya Urban,Nsalaga,
Mbeya,Mbeya Urban,Igawilo,
Mbeya,Mbeya Urban,Iganjo,
Mbeya,Mbeya Urban,Uyole,
Mbeya,Mbeya Urban,Iduda,
Mbeya,Mbeya Urban,Mwasanga,
Mbeya,Mbeya Urban,Tembela,
Mbeya,Mbeya Urban,Ilomba,
Mbeya,Mbeya Urban,Mwakibete,
Mbeya,Mbeya Urban,Ilemi,
Mbeya,Mbeya Urban,Isyesye,
Mbeya,Mbeya Urban,Ruanda,
Mbeya,Mbeya Urban,Iyela,
Mbeya,Mbeya Urban,Sinde,
Mbeya,Mbeya Urban,Maanga,
Mbeya,Mbeya Urban,Mbalizi RD,
Mbeya,Mbeya Urban,Forest,
Mbeya,Mbeya Urban,Mabatini,
Mbeya,Mbeya Urban,Nzovwe,
Mbeya,Mbeya Urban,Kalobe,
Mbeya,Mbeya Urban,Iyunga,
Mbeya,Mbeya Urban,Iwambi,
Mbeya,Mbeya Urban,Itende,
Mbeya,Mbeya Urban,Iziwa,
Mbeya,Mbeya Urban,Nsoho,
Mbeya,Mbeya Urban,Majengo,
Mbeya,Mbeya Urban,Ghana,
Mbeya,Mbeya Urban,Nonde,
Mbeya,Mbeya Urban,Itiji,
Mbeya,Mbeya Urban,Maendeleo,
Songwe,Momba,Chilulumo,
Songwe,Momba,Kamsamba,
Songwe,Momba,Ivuna,
Songwe,Momba,Mpapa,
Songwe,Momba,Mkulwe,
Songwe,Momba,Chitete,
Songwe,Momba,Msangano,
Songwe,Momba,Chiwezi,
Songwe,Momba,Nkangamo,
Songwe,Momba,Ndalembo,
Songwe,Momba,Kapele,
Songwe,Momba,Nzoka,
Songwe,Momba,Myunga,
Songwe,Tunduma,Tunduma,
Singida,Iramba,Urughu,
Singida,Iramba,Mtekente,
Singida,Iramba,Mtoa,
Singida,Iramba,Mgongo,
Singida,Iramba,Shelui,
Singida,Iramba,Ntwike,
Singida,Iramba,Tulya,
Singida,Iramba,Kidaru,
Singida,Iramba,Kisiriri,
Singida,Iramba,Kiomboi,
Singida,Iramba,Kinampanda,
Singida,Iramba,Ulemo,
Singida,Iramba,Kyengege,
Singida,Iramba,Ndago,
Singida,Iramba,Mbelekese,
Singida,Iramba,Kaselya,
Singida,Iramba,Ndulungu,
Singida,Singida,Mudida,
Singida,Singida,Makuro,
Singida,Singida,Ikhanoda,
Singida,Singida,Mwasauya,
Singida,Singida,Msange,
Singida,Singida,Maghojoa,
Singida,Singida,Itaja,
Singida,Singida,Ngimu,
Singida,Singida,Mughunga,
Singida,Singida,Mgori,
Singida,Singida,Mughamo,
Singida,Singida,Kinyagigi,
Singida,Singida,Merya,
Singida,Singida,Kinyeto,
Singida,Singida,Ntonge,
Singida,Singida,Ilongero,
Singida,Singida,Mrama,
Singida,Singida,Kijota,
Singida,Singida,Mtinko,
Singida,Singida,Ughandi,
Singida,Singida,Msisi,
Singida,Manyoni,Manyoni,
Singida,Manyoni,Solya,
Singida,Manyoni,Makuru,
Singida,Manyoni,Chikuyu,
Singida,Manyoni,Makanda,
Singida,Manyoni,Kintinku,
Singida,Manyoni,Mvumi,
Singida,Manyoni,Majiri,
Singida,Manyoni,Sasajila,
Singida,Manyoni,Idodyandole,
Singida,Manyoni,Chikola,
Singida,Manyoni,Heka,
Singida,Manyoni,Nkonko,
Singida,Manyoni,Sanza,
Singida,Manyoni,Isseke,
Singida,Manyoni,Rungwa,
Singida,Manyoni,Mgandu,
Singida,Manyoni,Itigi Mjini,
Singida,Manyoni,Ipande,
Singida,Manyoni,Sanjaranda,
Singida,Manyoni,Aghondi,
Singida,Manyoni,Mkwese,
Singida,Manyoni,Muhalala,
Singida,Manyoni,Saranda,
Singida,Manyoni,Makutupora,
Singida,Manyoni,Sasilo,
Singida,Manyoni,Mwamagembe,
Singida,Manyoni,Mitundu,
Singida,Manyoni,Kitaraka,
Singida,Manyoni,Itigi Majengo,
Singida,Singida Urban,Mtipa,
Singida,Singida Urban,Mughanga,
Singida,Singida Urban,Mitunduru,
Singida,Singida Urban,Majengo,
Singida,Singida Urban,Umyambwa,
Singida,Singida Urban,Mungu maji,
Singida,Singida Urban,Unyamikumbi,
Singida,Singida Urban,Mtamaa,
Singida,Singida Urban,Kindai,
Singida,Singida Urban,Ipembe,
Singida,Singida Urban,Utemini,
Singida,Singida Urban,Mwankoko,
Singida,Singida Urban,Mandewa,
Singida,Singida Urban,Minga,
Singida,Singida Urban,Misuna,
Singida,Singida Urban,Uhamaka,
Singida,Ikungi,Puma,
Singida,Ikungi,Kituntu,
Singida,Ikungi,Mungaa,
Singida,Ikungi,Siuyu,
Singida,Ikungi,Kikio,
Singida,Ikungi,Lighwa,
Singida,Ikungi,Misughaa,
Singida,Ikungi,Ntuntu,
Singida,Ikungi,Dung'unyi,
Singida,Ikungi,Mang'onyi,
Singida,Ikungi,Mkiwa,
Singida,Ikungi,Issuna,
Singida,Ikungi,Unyahati,
Singida,Ikungi,Ikungi,
Singida,Ikungi,Iglansoni,
Singida,Ikungi,Iseke,
Singida,Ikungi,Ihanja,
Singida,Ikungi,Minyughe,
Singida,Ikungi,Muhintiri,
Singida,Ikungi,Iyumbu,
Singida,Ikungi,Mgungira,
Singida,Ikungi,Mwaru,
Singida,Ikungi,Ighombwe,
Singida,Ikungi,Mtunduru,
Singida,Ikungi,Sepuka,
Singida,Ikungi,Irisya,
Singida,Mkalama,Mpambala,
Singida,Mkalama,Mwangeza,
Singida,Mkalama,Mwanga,
Singida,Mkalama,Nkinto,
Singida,Mkalama,Ibaga,
Singida,Mkalama,Gumanga,
Singida,Mkalama,Msingi,
Singida,Mkalama,Nduguti,
Singida,Mkalama,Ilunda,
Singida,Mkalama,Kinyangiri,
Singida,Mkalama,Iguguno,
Singida,Mkalama,Miganga,
Singida,Mkalama,Matongo,
Singida,Mkalama,Kikhonda,
Tabora,Nzega,Puge,
Tabora,Nzega,Nkiniziwa,
Tabora,Nzega,Budushi,
Tabora,Nzega,Mwakashanhala,
Tabora,Nzega,Tongi,
Tabora,Nzega,Mizibaziba,
Tabora,Nzega,Milambo Itobo,
Tabora,Nzega,Magengati,
Tabora,Nzega,Ndala,
Tabora,Nzega,Nzega Mjini,
Tabora,Nzega,Wela,
Tabora,Nzega,Mbogwe,
Tabora,Nzega,Miguwa,
Tabora,Nzega,Itilo,
Tabora,Nzega,Muhugi,
Tabora,Nzega,Utwigu,
Tabora,Nzega,Ijanija,
Tabora,Nzega,Nzegandogo,
Tabora,Nzega,Lusu,
Tabora,Nzega,Nata,
Tabora,Nzega,Isanzu,
Tabora,Nzega,Itobo,
Tabora,Nzega,Mwangoye,
Tabora,Nzega,Sigili,
Tabora,Nzega,Mwamala,
Tabora,Nzega,Igusule,
Tabora,Nzega,Shigamba,
Tabora,Nzega,Kasela,
Tabora,Nzega,Karitu,
Tabora,Nzega,Bukene,
Tabora,Nzega,Mogwa,
Tabora,Nzega,Mambali,
Tabora,Nzega,Kahamanhalanga,
Tabora,Nzega,Uduka,
Tabora,Nzega,Semembela,
Tabora,Nzega,Isagenhe,
Tabora,Nzega,Ikindwa,
Tabora,Igunga,Igunga,
Tabora,Igunga,Itumba,
Tabora,Igunga,Bukoko,
Tabora,Igunga,Isakamaliwa,
Tabora,Igunga,Nyandekwa,
Tabora,Igunga,Nanga,
Tabora,Igunga,Nguvumoja,
Tabora,Igunga,Mbutu,
Tabora,Igunga,Kining'inila,
Tabora,Igunga,Igurubi,
Tabora,Igunga,Mwamashimba,
Tabora,Igunga,Kinungu,
Tabora,Igunga,Ntobo,
Tabora,Igunga,Itunduru,
Tabora,Igunga,Mwamashiga,
Tabora,Igunga,Choma,
Tabora,Igunga,Mwashiku,
Tabora,Igunga,Ziba,
Tabora,Igunga,Ndembezi,
Tabora,Igunga,Nkinga,
Tabora,Igunga,Ngulu,
Tabora,Igunga,Simbo,
Tabora,Igunga,Igowero,
Tabora,Igunga,Mwisi,
Tabora,Igunga,Chabutwa,
Tabora,Igunga,Sungwizi,
Tabora,Uyui,Lutende,
Tabora,Uyui,Kizengi,
Tabora,Uyui,Goweko,
Tabora,Uyui,Igalula,
Tabora,Uyui,Ilolanguru,
Tabora,Uyui,Mabama,
Tabora,Uyui,Ndono,
Tabora,Uyui,Ufuluma,
Tabora,Uyui,Usagari,
Tabora,Uyui,Ibiri,
Tabora,Uyui,Bukumbi,
Tabora,Uyui,Ikongolo,
Tabora,Uyui,Upuge,
Tabora,Uyui,Magiri,
Tabora,Uyui,Isikizya,
Tabora,Uyui,Shitage,
Tabora,Uyui,Loya,
Tabora,Uyui,Miswaki,
Tabora,Uyui,Tura,
Tabora,Uyui,Nsololo,
Tabora,Uyui,Kigwa,
Tabora,Uyui,Miyenze,
Tabora,Uyui,Nsimbo,
Tabora,Uyui,Ibelamilundi,
Tabora,Urambo,Kapilula,
Tabora,Urambo,Urambo,
Tabora,Urambo,Vumilia,
Tabora,Urambo,Muungano,
Tabora,Urambo,Songambele,
Tabora,Urambo,Uyogo,
Tabora,Urambo,Kiloleni,
Tabora,Urambo,Ussoke,
Tabora,Urambo,Uyumbu,
Tabora,Urambo,Ugalla,
Tabora,Urambo,Usisya,
Tabora,Urambo,Utundu,
Tabora,Urambo,Kasisi,
Tabora,Urambo,Imalamakoye,
Tabora,Urambo,Nsenda,
Tabora,Urambo,Ukondamoyo,
Tabora,Sikonge,Tutuo,
Tabora,Sikonge,Chabutwa,
Tabora,Sikonge,Kaloleli,
Tabora,Sikonge,Kipanga,
Tabora,Sikonge,Sikonge,
Tabora,Sikonge,Kitunda,
Tabora,Sikonge,Kiloli,
Tabora,Sikonge,Kipili,
Tabora,Sikonge,Pangale,
Tabora,Sikonge,Ipole,
Tabora,Sikonge,Ngoywa,
Tabora,Sikonge,Kisanga,
Tabora,Sikonge,Misheni,
Tabora,Sikonge,Mole,
Tabora,Sikonge,Mpombwe,
Tabora,Sikonge,Usunga,
Tabora,Tabora Urban,Kanyenye,
Tabora,Tabora Urban,Gongoni,
Tabora,Tabora Urban,Mbugani,
Tabora,Tabora Urban,Chemchem,
Tabora,Tabora Urban,Tambukareli,
Tabora,Tabora Urban,Kiloleni,
Tabora,Tabora Urban,Mtendeni,
Tabora,Tabora Urban,Isevya,
Tabora,Tabora Urban,Ipuli,
Tabora,Tabora Urban,Cheyo,
Tabora,Tabora Urban,Kitete,
Tabora,Tabora Urban,Ng`ambo,
Tabora,Tabora Urban,Malolo,
Tabora,Tabora Urban,Kakola,
Tabora,Tabora Urban,Uyui,
Tabora,Tabora Urban,Itonjanda,
Tabora,Tabora Urban,Ndevelwa,
Tabora,Tabora Urban,Itetemia,
Tabora,Tabora Urban,Tumbi,
Tabora,Tabora Urban,Kalunde,
Tabora,Tabora Urban,Misha,
Tabora,Tabora Urban,Kabila,
Tabora,Tabora Urban,Ikomwa,
Tabora,Tabora Urban,Ifucha,
Tabora,Tabora Urban,Ntalikwa,
Tabora,Kaliua,Ukumbi Siganga,
Tabora,Kaliua,Zugimlole,
Tabora,Kaliua,Ushokola,
Tabora,Kaliua,Ugunga,
Tabora,Kaliua,Kaliua,
Tabora,Kaliua,Usinge,
Tabora,Kaliua,Igagala,
Tabora,Kaliua,Kamsekwa,
Tabora,Kaliua,Kazaroho,
Tabora,Kaliua,Igwisi,
Tabora,Kaliua,Uyowa,
Tabora,Kaliua,Silambo,
Tabora,Kaliua,Kashishi,
Tabora,Kaliua,Sasu,
Tabora,Kaliua,Seleli,
Tabora,Kaliua,Ichemba,
Tabora,Kaliua,Mwongozo,
Tabora,Kaliua,Kanoge,
Tabora,Kaliua,Kanindo,
Tabora,Kaliua,Milambo,
Tabora,Kaliua,Igombe Mkulu,
Rukwa,Kalambo,Kasanga,
Rukwa,Kalambo,Mkowe,
Rukwa,Kalambo,Msanzi,
Rukwa,Kalambo,Matai,
Rukwa,Kalambo,Sopa,
Rukwa,Kalambo,Mwazye,
Rukwa,Kalambo,Katazi,
Rukwa,Kalambo,Mwimbi,
Rukwa,Kalambo,Mabwekenya,
Rukwa,Kalambo,Mwembenkoswe,
Rukwa,Kalambo,Legeza Mwendo,
Rukwa,Kalambo,Ulumi,
Rukwa,Kalambo,Mnamba,
Rukwa,Kalambo,Katete,
Rukwa,Kalambo,Kisumba,
Rukwa,Kalambo,Mkali,
Rukwa,Kalambo,Kilesha,
Rukwa,Sumbawanga,Mfinga,
Rukwa,Sumbawanga,Laela,
Rukwa,Sumbawanga,Muze,
Rukwa,Sumbawanga,Mtowisa,
Rukwa,Sumbawanga,Milepa,
Rukwa,Sumbawanga,Sandulula,
Rukwa,Sumbawanga,Kaengesa,
Rukwa,Sumbawanga,Mpui,
Rukwa,Sumbawanga,Msanda Muungano,
Rukwa,Sumbawanga,Ilemba,
Rukwa,Sumbawanga,Kipeta,
Rukwa,Sumbawanga,Kaoze,
Rukwa,Sumbawanga,Miangalua,
Rukwa,Sumbawanga,Kalambanzite,
Rukwa,Sumbawanga,Lusaka,
Rukwa,Nkasi,Korongwe,
Rukwa,Nkasi,Mtenga,
Rukwa,Nkasi,Mkwamba,
Rukwa,Nkasi,Chala,
Rukwa,Nkasi,Kipande,
Rukwa,Nkasi,Isale,
Rukwa,Nkasi,Kate,
Rukwa,Nkasi,Sintali,
Rukwa,Nkasi,Kala,
Rukwa,Nkasi,Wampembe,
Rukwa,Nkasi,Ninde,
Rukwa,Nkasi,Kirando,
Rukwa,Nkasi,Kabwe,
Rukwa,Nkasi,Kipili,
Rukwa,Nkasi,Nkandasi,
Rukwa,Nkasi,Namanyere,
Rukwa,Nkasi,Nkomolo,
Rukwa,Sumbawanga Urban,Malangali,
Rukwa,Sumbawanga Urban,Mazwi,
Rukwa,Sumbawanga Urban,Izia,
Rukwa,Sumbawanga Urban,Katandala,
Rukwa,Sumbawanga Urban,Old Sumbawanga,
Rukwa,Sumbawanga Urban,Kizwite,
Rukwa,Sumbawanga Urban,Ntendo,
Rukwa,Sumbawanga Urban,Senga,
Rukwa,Sumbawanga Urban,Mollo,
Rukwa,Sumbawanga Urban,Pito,
Rukwa,Sumbawanga Urban,Milanzi,
Rukwa,Sumbawanga Urban,Matanga,
Rukwa,Sumbawanga Urban,Kasense,
Rukwa,Sumbawanga Urban,Majengo,
Rukwa,Sumbawanga Urban,Chanji,
Kigoma,Kibondo,Misezero,
Kigoma,Kibondo,Bitare,
Kigoma,Kibondo,Kibondo,
Kigoma,Kibondo,Murungu,
Kigoma,Kibondo,Busagara,
Kigoma,Kibondo,Rugongwe,
Kigoma,Kibondo,Busunzu,
Kigoma,Kibondo,Kumsenga,
Kigoma,Kibondo,Kizazi,
Kigoma,Kibondo,Mabamba,
Kigoma,Kibondo,Bunyambo,
Kigoma,Kibondo,Itaba,
Kigoma,Kibondo,Kitahana,
Kigoma,Kasulu,Kitanga,
Kigoma,Kasulu,Heru Shingo,
Kigoma,Kasulu,Nyamidaho,
Kigoma,Kasulu,Kitagata,
Kigoma,Kasulu,Nyachenda,
Kigoma,Kasulu,Buhoro,
Kigoma,Kasulu,Nyamnyusi,
Kigoma,Kasulu,Nyakitonto,
Kigoma,Kasulu,Kagerankanda,
Kigoma,Kasulu,Kurugongo,
Kigoma,Kasulu,Rungwe Mpya,
Kigoma,Kasulu,Asante Nyerere,
Kigoma,Kasulu,Titye,
Kigoma,Kasulu,Shunguliba,
Kigoma,Kasulu,Muzye,
Kigoma,Kasulu,Bugaga,
Kigoma,Kasulu,Kigembe,
Kigoma,Kasulu,Rusesa,
Kigoma,Kasulu,Kwaga,
Kigoma,Kigoma,Kagunga,
Kigoma,Kigoma,Mkigo,
Kigoma,Kigoma,Mwamgongo,
Kigoma,Kigoma,Kalinzi,
Kigoma,Kigoma,Bitale,
Kigoma,Kigoma,Mkongoro,
Kigoma,Kigoma,Mahembe,
Kigoma,Kigoma,Matendo,
Kigoma,Kigoma,Mungonya,
Kigoma,Kigoma,Kagongo,
Kigoma,Kigoma,Mwandiga,
Kigoma,Kigoma Urban,Gungu,
Kigoma,Kigoma Urban,Kibirizi,
Kigoma,Kigoma Urban,Buhanda,
Kigoma,Kigoma Urban,Businde,
Kigoma,Kigoma Urban,Machinjioni,
Kigoma,Kigoma Urban,Kagera,
Kigoma,Kigoma Urban,Kasimbu,
Kigoma,Kigoma Urban,Rubuga,
Kigoma,Kigoma Urban,Kasingirima,
Kigoma,Kigoma Urban,Majengo,
Kigoma,Kigoma Urban,Kitongoni,
Kigoma,Kigoma Urban,Kipampa,
Kigoma,Kigoma Urban,Rusimbi,
Kigoma,Kigoma Urban,Buzebazeba,
Kigoma,Kigoma Urban,Mwanga Kusini,
Kigoma,Kigoma Urban,Kigoma,
